wals_code,name,latitude,longitude,genus,family,countrycodes,Number_of_Non-Derived_Basic_Colour_Categories,Number_of_Basic_Colour_Categories,Green_and_Blue,Red_and_Yellow,Fixed_Stress_Locations,Weight-Sensitive_Stress,Weight_Factors_in_Weight-Sensitive_Stress_Systems,Rhythm_Types,Consonant_Inventories,Vowel_Quality_Inventories,Consonant-Vowel_Ratio,Voicing_in_Plosives_and_Fricatives,Voicing_and_Gaps_in_Plosive_Systems,Uvular_Consonants,Glottalized_Consonants,Lateral_Consonants,The_Velar_Nasal,Vowel_Nasalization,Front_Rounded_Vowels,Syllable_Structure,Absence_of_Common_Consonants,Presence_of_Uncommon_Consonants,Fusion_of_Selected_Inflectional_Formatives,Exponence_of_Selected_Inflectional_Formatives,Prefixing_vs._Suffixing_in_Inflectional_Morphology,Case_Syncretism,Syncretism_in_Verbal_Person/Number_Marking,Coding_of_Nominal_Plurality,Plurality_in_Independent_Personal_Pronouns,Inclusive/Exclusive_Distinction_in_Independent_Pronouns,Inclusive/Exclusive_Distinction_in_Verbal_Inflection,Gender_Distinctions_in_Independent_Personal_Pronouns,Person_Marking_on_Adpositions,Number_of_Cases,Asymmetrical_Case-Marking,Position_of_Case_Affixes,Position_of_Pronominal_Possessive_Affixes,Perfective/Imperfective_Aspect,The_Past_Tense,The_Future_Tense,The_Perfect,Position_of_Tense-Aspect_Affixes,Semantic_Distinctions_of_Evidentiality,Coding_of_Evidentiality,"Order_of_Subject,_Object_and_Verb",Order_of_Subject_and_Verb,Order_of_Object_and_Verb,"Order_of_Object,_Oblique,_and_Verb",Order_of_Adposition_and_Noun_Phrase,Order_of_Genitive_and_Noun,Order_of_Adjective_and_Noun,Order_of_Demonstrative_and_Noun,Order_of_Relative_Clause_and_Noun,Order_of_Degree_Word_and_Adjective,Position_of_Interrogative_Phrases_in_Content_Questions,Order_of_Adverbial_Subordinator_and_Clause,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun,Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun,Alignment_of_Case_Marking_of_Full_Noun_Phrases,Alignment_of_Case_Marking_of_Pronouns,Alignment_of_Verbal_Person_Marking,Verbal_Person_Marking,Third_Person_Zero_of_Verbal_Person_Marking,Order_of_Person_Markers_on_the_Verb,Passive_Constructions,Nonperiphrastic_Causative_Constructions,Negative_Morphemes,Symmetric_and_Asymmetric_Standard_Negation,Subtypes_of_Asymmetric_Standard_Negation,Comparative_Constructions,Hand_and_Arm,Finger_and_Hand,Postverbal_Negative_Morphemes,Postnominal_relative_clauses,SVNegO_Order,"Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb",SVONeg_Order,The_Position_of_Negative_Morphemes_in_SVO_Languages,Preverbal_Negative_Morphemes,Order_of_Negative_Morpheme_and_Verb,Minor_morphological_means_of_signaling_negation,Exponence_of_Tense-Aspect-Mood_Inflection,Tone,Inflectional_Synthesis_of_the_Verb,Locus_of_Marking_in_the_Clause,Locus_of_Marking_in_Possessive_Noun_Phrases,Locus_of_Marking:_Whole-language_Typology,Reduplication,Number_of_Genders,Sex-based_and_Non-sex-based_Gender_Systems,Systems_of_Gender_Assignment,Occurrence_of_Nominal_Plurality,The_Associative_Plural,Definite_Articles,Indefinite_Articles,Distance_Contrasts_in_Demonstratives,Pronominal_and_Adnominal_Demonstratives,Indefinite_Pronouns,Intensifiers_and_Reflexive_Pronouns,Comitatives_and_Instrumentals,Ordinal_Numerals,Distributive_Numerals,Numeral_Classifiers,Obligatory_Possessive_Inflection,Possessive_Classification,"Genitives,_Adjectives_and_Relative_Clauses",Adjectives_without_Nouns,Action_Nominal_Constructions,Noun_Phrase_Conjunction,Nominal_and_Verbal_Conjunction,The_Morphological_Imperative,The_Prohibitive,Imperative-Hortative_Systems,The_Optative,Situational_Possibility,Epistemic_Possibility,Overlap_between_Situational_and_Epistemic_Modal_Marking,Suppletion_According_to_Tense_and_Aspect,Verbal_Number_and_Suppletion,Order_of_Numeral_and_Noun,Position_of_Polar_Question_Particles,Expression_of_Pronominal_Subjects,Ditransitive_Constructions:_The_Verb_'Give',Reciprocal_Constructions,Antipassive_Constructions,Applicative_Constructions,Periphrastic_Causative_Constructions,Negative_Indefinite_Pronouns_and_Predicate_Negation,Polar_Questions,Predicative_Possession,Predicative_Adjectives,Nominal_and_Locational_Predication,Zero_Copula_for_Predicate_Nominals,Relativization_on_Subjects,Relativization_on_Obliques,'Want'_Complement_Subjects,Purpose_Clauses,'When'_Clauses,Reason_Clauses,Utterance_Complement_Clauses,Numeral_Bases,M-T_Pronouns,N-M_Pronouns,Prenominal_relative_clauses,NegSOV_Order,SOVNeg_Order,SONegV_Order,Multiple_Negative_Constructions_in_SOV_Languages,SNegOV_Order,The_Position_of_Negative_Morphemes_in_SOV_Languages,M_in_Second_Person_Singular,M_in_First_Person_Singular,Other_Roles_of_Applied_Objects,Zero_Marking_of_A_and_P_Arguments,Productivity_of_the_Antipassive_Construction,Number_of_Possessive_Nouns,Suppletion_in_Imperatives_and_Hortatives,Tea,Politeness_Distinctions_in_Pronouns,Conjunctions_and_Universal_Quantifiers,SNegVO_Order,Obligatory_Double_Negation,Obligatory_Double_Negation_in_SVO_languages,NegSVO_Order,Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb,Optional_Double_Negation,Optional_Double_Negation_in_SOV_languages,Third_Person_Pronouns_and_Demonstratives,Optional_Double_Negation_in_SVO_languages,Languages_with_different_word_order_in_negative_clauses,Verb-Initial_with_Clause-Final_Negative,Verb-Initial_with_Preverbal_Negative,Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object,The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages,Multiple_Negative_Constructions_in_SVO_Languages,"Languages_with_two_Dominant_Orders_of_Subject,_Object,_and_Verb",Para-Linguistic_Usages_of_Clicks,Cultural_Categories_of_Languages_with_Identity_of_'Finger'_and_'Hand',Double_negation_in_verb-initial_languages,Internally-headed_relative_clauses,Obligatory_Double_Negation_in_SOV_languages,The_Position_of_Negative_Morphemes_in_Object-Initial_Languages,Nasal_Vowels_in_West_Africa,Inclusive/Exclusive_Forms_in_Pama-Nyungan
acm,Achumawi,41.5,-121.0,Palaihnihan,Hokan,US,,,,,,,,,3.0,2.0,0.0,3.0,1.0,0.0,4.0,4.0,,,1.0,,1.0,3.0,,,,,,,,,,0.0,1.0,,,1.0,,,,,,0.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,,,,,,,,1.0,,,,,2.0,1.0,1.0,4.0,0.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,5.0,9.0,2.0,11.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acn,Achang,25.0,98.5,Burmese-Lolo,Sino-Tibetan,CN MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,4.0,0.0,3.0,2.0,3.0,,1.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aco,Acoma,34.9166666667,-107.583333333,Keresan,Keresan,US,,,,,,,,,2.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,0.0,5.0,3.0,0.0,3.0,,3.0,4.0,0.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,5.0,4.0,0.0,3.0,1.0,,,,1.0,2.0,4.0,0.0,2.0,,0.0,1.0,1.0,4.0,0.0,,3.0,2.0,5.0,,,,2.0,,,,,,0.0,8.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,,1.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,,0.0,4.0,,0.0,0.0,0.0,,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,,2.0,,,0.0,6.0,,,,,0.0,1.0,0.0,3.0,4.0,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,0.0,1.0,2.0,0.0,,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
adg,Adang,-8.2,124.0,Greater Alor,Timor-Alor-Pantar,ID,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,7.0,,,,,,,,4.0,3.0,,,,,3.0,,,6.0,1.0,0.0,,4.0,0.0,1.0,2.0,,2.0,1.0,,0.0,,4.0,,,,,,,,,3.0,,,,,,3.0,,,8.0,,,0.0,2.0,0.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.0,,2.0,15.0,,,,,,,,,,,,,,,3.0,9.0,11.0,,,,,,,,,,,,,,,,,
adi,Adioukrou,5.41666666667,-4.58333333333,Kwa,Niger-Congo,CI,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,6.0,,,,,,,,4.0,0.0,,,,,1.0,,,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,0.0,1.0,,,,,,,,,4.0,,,,,,2.0,0.0,4.0,17.0,2.0,12.0,1.0,6.0,0.0,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,
ady,Adyghe (Abzakh),45.2333333333,40.5833333333,Northwest Caucasian,Northwest Caucasian,RU,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,6.0,1.0,0.0,,4.0,,1.0,4.0,,,,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aea,Aleut (Eastern),54.75,-164.0,Aleut,Eskimo-Aleut,US,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeg,Arabic (Egyptian),30.0,31.0,Semitic,Afro-Asiatic,EG,,,,,0.0,3.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,8.0,6.0,2.0,1.0,4.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,6.0,,,,2.0,0.0,0.0,8.0,2.0,6.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,1.0,4.0,,0.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,1.0,2.0,1.0,,,,,,,,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,,4.0,,,0.0,1.0,4.0,,5.0,2.0,,,,,,,,,,,,,,,
ael,Arabic (Eastern Libyan),32.0,22.0,Semitic,Afro-Asiatic,LY,,,,,0.0,3.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afr,Afrikaans,-31.0,22.0,Germanic,Indo-European,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,1.0,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
agb,Leggbó,6.0,8.0,Cross River,Niger-Congo,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,,4.0,,,,,,1.0,,,17.0,,,2.0,13.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,2.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
